step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,qy_replica_1,qy_replica_2,qy_replica_3
317,7.2767740736e-04,8.2764308746e-05,-3.1410498201e+00,5.1717980714e-02,1.8191935805e-11,2.0691075109e-12,2.4699810147e-01,2.2446445705e-03,7.9107703641e-04,6.1077042483e-04,7.8118476085e-04,1.9776926624e-11,1.5269261550e-11,1.9529619241e-11,2.4996599555e-01,2.4453878403e-01,2.4648952484e-01
318,6.7758752266e-04,8.3174702403e-05,-3.1725238494e+00,5.5912262319e-02,1.6939687789e-11,2.0793672853e-12,2.4699813624e-01,2.2446511380e-03,7.4890331598e-04,5.6091981241e-04,7.2293943958e-04,1.8722582512e-11,1.4022995438e-11,1.8073485417e-11,2.4996604025e-01,2.4453881383e-01,2.4648955464e-01
319,6.3452173102e-04,7.1044178219e-05,-3.2004413683e+00,5.0803652958e-02,1.5863043518e-11,1.7761044380e-12,2.4699814618e-01,2.2446488872e-03,6.9331808481e-04,5.3456751630e-04,6.7567959195e-04,1.7332952781e-11,1.3364188228e-11,1.6891989543e-11,2.4996604025e-01,2.4453881383e-01,2.4648958445e-01
320,5.9768105469e-04,7.4113415762e-05,-3.2270839477e+00,5.6397845238e-02,1.4942026783e-11,1.8528351947e-12,2.4699817101e-01,2.2446423197e-03,6.6443294054e-04,4.9432413653e-04,6.3428608701e-04,1.6610823828e-11,1.2358104123e-11,1.5857152397e-11,2.4996605515e-01,2.4453884363e-01,2.4648961425e-01
321,5.5843586839e-04,5.9230138763e-05,-3.2556138700e+00,4.8066808119e-02,1.3960896675e-11,1.4807533678e-12,2.4699818095e-01,2.2446794739e-03,6.0301378835e-04,4.7473094310e-04,5.9756287374e-04,1.5075345486e-11,1.1868273725e-11,1.4939070814e-11,2.4996611476e-01,2.4453881383e-01,2.4648961425e-01
322,5.2522095696e-04,6.0222035946e-05,-3.2826973187e+00,5.2162290306e-02,1.3130524156e-11,1.5055509649e-12,2.4699820578e-01,2.2446608968e-03,5.7114532683e-04,4.4014392188e-04,5.6437362218e-04,1.4278633831e-11,1.1003598206e-11,1.4109340432e-11,2.4996611476e-01,2.4453885853e-01,2.4648964405e-01
323,4.9106788356e-04,5.5847461983e-05,-3.3118458337e+00,5.1703282093e-02,1.2276697309e-11,1.3961862776e-12,2.4699824055e-01,2.2446631476e-03,5.2646739641e-04,4.1222432628e-04,5.3451192798e-04,1.3161684416e-11,1.0305608797e-11,1.3362798715e-11,2.4996615946e-01,2.4453890324e-01,2.4648965895e-01
324,4.6146213814e-04,5.2323186617e-05,-3.3388296540e+00,5.1500616708e-02,1.1536553541e-11,1.3080794285e-12,2.4699825545e-01,2.2446597714e-03,5.0405401271e-04,3.8776369183e-04,4.9256870989e-04,1.2601350519e-11,9.6940927508e-12,1.2314217354e-11,2.4996615946e-01,2.4453890324e-01,2.4648970366e-01
325,4.3122248220e-04,5.4535866257e-05,-3.3690243942e+00,5.7855613124e-02,1.0780562207e-11,1.3633965803e-12,2.4699826539e-01,2.2446608968e-03,4.6673350153e-04,3.5417560139e-04,4.7275834368e-04,1.1668337303e-11,8.8543903112e-12,1.1818959006e-11,2.4996617436e-01,2.4453891814e-01,2.4648970366e-01
326,4.0882490187e-04,5.0001523048e-05,-3.3919319377e+00,5.5771649979e-02,1.0220622959e-11,1.2500380882e-12,2.4699827035e-01,2.2446520786e-03,4.4979777886e-04,3.3842708217e-04,4.3824984459e-04,1.1244945079e-11,8.4606774711e-12,1.0956246327e-11,2.4996615946e-01,2.4453891814e-01,2.4648973346e-01
327,3.8338460339e-04,4.3299031914e-05,-3.4193092332e+00,5.1316727792e-02,9.5846149304e-12,1.0824757932e-12,2.4699828029e-01,2.2446772232e-03,4.1752800462e-04,3.2229154021e-04,4.1033426533e-04,1.0438199784e-11,8.0572883435e-12,1.0258356664e-11,2.4996620417e-01,2.4453890324e-01,2.4648973346e-01
328,3.5767670488e-04,4.3952237836e-05,-3.4500180442e+00,5.6111948313e-02,8.9419178081e-12,1.0988061826e-12,2.4699831009e-01,2.2446772232e-03,3.9154960541e-04,2.9560524854e-04,3.8587526069e-04,9.7887401310e-12,7.3901310418e-12,9.6468822514e-12,2.4996623397e-01,2.4453893304e-01,2.4648976326e-01
329,3.3951585647e-04,3.8230233683e-05,-3.4720671382e+00,5.1174250810e-02,8.4878965835e-12,9.5575593331e-13,2.4699832499e-01,2.2446652136e-03,3.6883205757e-04,2.8551634750e-04,3.6419916432e-04,9.2208020733e-12,7.1379087536e-12,9.1049789236e-12,2.4996623397e-01,2.4453896284e-01,2.4648977816e-01
330,3.1862724184e-04,3.9368868293e-05,-3.5002668993e+00,5.6448654589e-02,7.9656809216e-12,9.8422161190e-13,2.4699832996e-01,2.2446597714e-03,3.4846967901e-04,2.6300057652e-04,3.4441147000e-04,8.7117413977e-12,6.5750144045e-12,8.6102869626e-12,2.4996623397e-01,2.4453897774e-01,2.4648977816e-01
331,3.0030677832e-04,3.2091038066e-05,-3.5250427511e+00,4.8180382139e-02,7.5076693994e-12,8.0227564245e-13,2.4699834486e-01,2.2446563955e-03,3.3006098238e-04,2.5575194741e-04,3.1510740519e-04,8.2515244637e-12,6.3937991186e-12,7.8776846157e-12,2.4996623397e-01,2.4453897774e-01,2.4648982286e-01
332,2.8031582284e-04,3.1289484333e-05,-3.5552285531e+00,5.0724825399e-02,7.0078955659e-12,7.8223723624e-13,2.4699837466e-01,2.2446597714e-03,3.0188512756e-04,2.3607042385e-04,3.0299191712e-04,7.5471278532e-12,5.9017604172e-12,7.5747984274e-12,2.4996627867e-01,2.4453902245e-01,2.4648982286e-01
333,2.6353436988e-04,3.0563185427e-05,-3.5822579402e+00,5.2583718699e-02,6.5883591985e-12,7.6407953198e-13,2.4699838459e-01,2.2446575208e-03,2.9082025867e-04,2.2086087847e-04,2.7892197249e-04,7.2705062457e-12,5.5215220417e-12,6.9730493081e-12,2.4996627867e-01,2.4453902245e-01,2.4648985267e-01
334,2.4854756096e-04,2.8943359186e-05,-3.6077293766e+00,5.3024793255e-02,6.2136889962e-12,7.2358414762e-13,2.4699839453e-01,2.2446783485e-03,2.6755902218e-04,2.0764915098e-04,2.7043450973e-04,6.6889753285e-12,5.1912285234e-12,6.7608631367e-12,2.4996632338e-01,2.4453902245e-01,2.4648983777e-01
335,2.3507780376e-04,2.8006523799e-05,-3.6320624943e+00,5.4112347032e-02,5.8769450533e-12,7.0016322930e-13,2.4699840446e-01,2.2446717810e-03,2.5986816036e-04,1.9593142497e-04,2.4943382596e-04,6.4967037826e-12,4.8982853364e-12,6.2358460409e-12,2.4996632338e-01,2.4453903735e-01,2.4648985267e-01
336,2.1942837823e-04,2.4269297109e-05,-3.6615219329e+00,5.0142475118e-02,5.4857093983e-12,6.0673252740e-13,2.4699842930e-01,2.2446652136e-03,2.3971192422e-04,1.8530887610e-04,2.3326433438e-04,5.9927982715e-12,4.6327217236e-12,5.8316081998e-12,2.4996633828e-01,2.4453906715e-01,2.4648988247e-01
337,2.0699993668e-04,2.8661471624e-05,-3.6884757245e+00,6.3137383576e-02,5.1749984506e-12,7.1653676444e-13,2.4699843923e-01,2.2446466365e-03,2.3439945653e-04,1.6743186279e-04,2.1916849073e-04,5.8599865412e-12,4.1857966745e-12,5.4792121361e-12,2.4996632338e-01,2.4453909695e-01,2.4648989737e-01
338,1.9184309834e-04,2.1224804364e-05,-3.7198777325e+00,5.0254975963e-02,4.7960774530e-12,5.3062032490e-13,2.4699846407e-01,2.2446794739e-03,2.0706554642e-04,1.6182771651e-04,2.0663603209e-04,5.1766386316e-12,4.0456926004e-12,5.1659011270e-12,2.4996639788e-01,2.4453909695e-01,2.4648989737e-01
339,1.7963985738e-04,1.7884912995e-05,-3.7478448555e+00,4.4652398391e-02,4.4909965503e-12,4.4712289692e-13,2.4699847400e-01,2.2446815400e-03,1.9695743686e-04,1.5501606686e-04,1.8694606842e-04,4.9239362587e-12,3.8754017356e-12,4.6736516567e-12,2.4996639788e-01,2.4453908205e-01,2.4648994207e-01
340,1.7206627429e-04,2.2302153107e-05,-3.7682265786e+00,5.9393340970e-02,4.3016567594e-12,5.5755392237e-13,2.4699846407e-01,2.2446794739e-03,1.8686785188e-04,1.4054570056e-04,1.8878527044e-04,4.6716961896e-12,3.5136422851e-12,4.7196318034e-12,2.4996639788e-01,2.4453909695e-01,2.4648989737e-01
341,1.5845100279e-04,1.4927404209e-05,-3.8021316315e+00,4.2470711284e-02,3.9612750291e-12,3.7318511205e-13,2.4699849884e-01,2.2446946749e-03,1.6952250735e-04,1.3734902313e-04,1.6848147789e-04,4.2380625918e-12,3.4337255261e-12,4.2120369692e-12,2.4996644258e-01,2.4453909695e-01,2.4648995697e-01
342,1.5043814589e-04,1.7923902403e-05,-3.8259341209e+00,5.4327605348e-02,3.7609534266e-12,4.4809745634e-13,2.4699848890e-01,2.2446652136e-03,1.6376019630e-04,1.2510115630e-04,1.6245308507e-04,4.0940046492e-12,3.1275288349e-12,4.0613267957e-12,2.4996639788e-01,2.4453912675e-01,2.4648994207e-01
343,1.3836623354e-04,2.0195022626e-05,-3.8639492834e+00,6.6941240041e-02,3.4591559218e-12,5.0487557399e-13,2.4699852367e-01,2.2446400690e-03,1.5701691154e-04,1.1030930182e-04,1.4777248725e-04,3.9254229207e-12,2.7577326273e-12,3.6943122173e-12,2.4996639788e-01,2.4453918636e-01,2.4648998678e-01
344,1.3257342653e-04,1.5161145937e-05,-3.8805662666e+00,5.2016554631e-02,3.3143356404e-12,3.7902856541e-13,2.4699852367e-01,2.2446760979e-03,1.4238423319e-04,1.1115737288e-04,1.4417867351e-04,3.5596057352e-12,2.7789344176e-12,3.6044667685e-12,2.4996644258e-01,2.4453914165e-01,2.4648998678e-01
345,1.2457397922e-04,1.5516826052e-05,-3.9081486476e+00,5.6541940418e-02,3.1143494178e-12,3.8792062756e-13,2.4699852367e-01,2.2446760979e-03,1.3910897542e-04,1.0306891636e-04,1.3154404587e-04,3.4777244019e-12,2.5767229062e-12,3.2886009454e-12,2.4996644258e-01,2.4453914165e-01,2.4648998678e-01
346,1.1335044110e-04,1.5853022730e-05,-3.9501581466e+00,6.4237788400e-02,2.8337610759e-12,3.9632559873e-13,2.4699855347e-01,2.2446640883e-03,1.2680061627e-04,9.1091613285e-05,1.2215909373e-04,3.1700154654e-12,2.2772903355e-12,3.0539774269e-12,2.4996645749e-01,2.4453918636e-01,2.4649001658e-01
347,1.0850359589e-04,1.0662040737e-05,-3.9667585927e+00,4.4267614949e-02,2.7125898460e-12,2.6655104046e-13,2.4699854851e-01,2.2446935497e-03,1.1772848666e-04,9.3561837275e-05,1.1422046373e-04,2.9432120803e-12,2.3390458407e-12,2.8555116171e-12,2.4996648729e-01,2.4453914165e-01,2.4649001658e-01
348,1.0134744177e-04,1.0379362494e-05,-3.9965879968e+00,4.6251914732e-02,2.5336860069e-12,2.5948407157e-13,2.4699855347e-01,2.2446881075e-03,1.1010215530e-04,8.6766507593e-05,1.0717366240e-04,2.7525538272e-12,2.1691626360e-12,2.6793415576e-12,2.4996648729e-01,2.4453915656e-01,2.4649001658e-01
349,9.7576856206e-05,1.1848662871e-05,-4.0139959572e+00,5.4455221437e-02,2.4394214224e-12,2.9621659790e-13,2.4699857334e-01,2.2446749726e-03,1.1015529162e-04,8.1699967268e-05,1.0087530973e-04,2.7538824086e-12,2.0424991993e-12,2.5218826593e-12,2.4996648729e-01,2.4453918636e-01,2.4649004638e-01
350,9.3399161415e-05,1.1330249216e-05,-4.0330745591e+00,5.5370775807e-02,2.3349790706e-12,2.8325626730e-13,2.4699856341e-01,2.2446772232e-03,1.0097624909e-04,7.7383490861e-05,1.0183774430e-04,2.5244062483e-12,1.9345872560e-12,2.5459437076e-12,2.4996648729e-01,2.4453918636e-01,2.4649001658e-01
351,8.2036732541e-05,1.0632733362e-05,-4.0897438303e+00,5.7488918843e-02,2.0509183544e-12,2.6581828659e-13,2.4699859321e-01,2.2446618377e-03,9.4373979664e-05,6.8423192715e-05,8.3313025243e-05,2.3593494779e-12,1.7105799199e-12,2.0828256654e-12,2.4996648729e-01,2.4453921616e-01,2.4649007618e-01
352,7.8943521657e-05,8.7166857387e-06,-4.1054838146e+00,4.9993294318e-02,1.9735880320e-12,2.1791713302e-13,2.4699858824e-01,2.2446980509e-03,8.3567181719e-05,6.6735367000e-05,8.6528016254e-05,2.0891795238e-12,1.6683841808e-12,2.1632003914e-12,2.4996654689e-01,2.4453920126e-01,2.4649001658e-01
353,7.2076398889e-05,9.0073391123e-06,-4.1458056955e+00,5.6718966087e-02,1.8019098944e-12,2.2518339709e-13,2.4699860315e-01,2.2446749726e-03,8.0558587797e-05,5.9605019487e-05,7.6065589383e-05,2.0139645160e-12,1.4901255143e-12,1.9016396530e-12,2.4996651709e-01,2.4453921616e-01,2.4649007618e-01
354,6.8386369094e-05,9.9222997516e-06,-4.1699718711e+00,6.6748726680e-02,1.7096592516e-12,2.4805753299e-13,2.4699860811e-01,2.2446652136e-03,7.6993273979e-05,5.4485055443e-05,7.3680777859e-05,1.9248318217e-12,1.3621263405e-12,1.8420195924e-12,2.4996651709e-01,2.4453924596e-01,2.4649006128e-01
355,6.4620748162e-05,7.8788706802e-06,-4.1929617250e+00,5.4240171961e-02,1.6155186636e-12,1.9697178007e-13,2.4699861308e-01,2.2446727221e-03,7.3505369073e-05,5.4354990425e-05,6.6001884989e-05,1.8376342115e-12,1.3588747098e-12,1.6500470695e-12,2.4996651709e-01,2.4453921616e-01,2.4649010599e-01
356,6.1036408927e-05,5.5998162114e-06,-4.2163301381e+00,4.1313899705e-02,1.5259102575e-12,1.3999539587e-13,2.4699861805e-01,2.2446946749e-03,6.5218890086e-05,5.3121333622e-05,6.4769003075e-05,1.6304722329e-12,1.3280333864e-12,1.6192251533e-12,2.4996656179e-01,2.4453921616e-01,2.4649007618e-01
357,5.7942782102e-05,7.6565043057e-06,-4.2410812823e+00,6.0593850386e-02,1.4485695629e-12,1.9141261111e-13,2.4699862301e-01,2.2446772232e-03,6.3927654992e-05,4.7135676141e-05,6.2765015173e-05,1.5981914143e-12,1.1783919110e-12,1.5691253635e-12,2.4996654689e-01,2.4453924596e-01,2.4649007618e-01
358,5.3591713367e-05,7.7943203425e-06,-4.2757558266e+00,6.5806209044e-02,1.3397928238e-12,1.9485804063e-13,2.4699863791e-01,2.2446695304e-03,6.1833779910e-05,4.3132036808e-05,5.5809323385e-05,1.5458445071e-12,1.0783008601e-12,1.3952331044e-12,2.4996654689e-01,2.4453926086e-01,2.4649010599e-01
359,5.0029362077e-05,7.1551764406e-06,-4.3055944698e+00,6.5975489987e-02,1.2507340360e-12,1.7887941363e-13,2.4699864288e-01,2.2446760979e-03,5.4845833802e-05,3.9914244553e-05,5.5328007875e-05,1.3711458184e-12,9.9785609463e-13,1.3832001950e-12,2.4996656179e-01,2.4453926086e-01,2.4649010599e-01
360,4.6851678538e-05,4.1918360598e-06,-4.3310966018e+00,4.0234858395e-02,1.1712919408e-12,1.0479591684e-13,2.4699864785e-01,2.2446869822e-03,5.0123104302e-05,4.0934544813e-05,4.9497386499e-05,1.2530776113e-12,1.0233635770e-12,1.2374346339e-12,2.4996657670e-01,2.4453924596e-01,2.4649012089e-01
361,4.3126509505e-05,7.0193798060e-06,-4.3714286947e+00,7.4484880513e-02,1.0781627869e-12,1.7548451982e-13,2.4699866275e-01,2.2446586461e-03,5.0299870054e-05,3.3597210859e-05,4.5482447604e-05,1.2574968193e-12,8.3993028461e-13,1.1370612568e-12,2.4996656179e-01,2.4453930557e-01,2.4649012089e-01
362,4.2126972403e-05,4.8649597249e-06,-4.3785210886e+00,5.2514218669e-02,1.0531743302e-12,1.2162399146e-13,2.4699864785e-01,2.2446826653e-03,4.5062519348e-05,3.5270444641e-05,4.6047953219e-05,1.1265630356e-12,8.8176113546e-13,1.1511988194e-12,2.4996657670e-01,2.4453926086e-01,2.4649010599e-01
363,3.9572768098e-05,5.6688277223e-06,-4.4073159986e+00,6.4855233189e-02,9.8931919514e-13,1.4172070097e-13,2.4699865778e-01,2.2446804148e-03,4.5503446017e-05,3.1935844163e-05,4.1279014113e-05,1.1375861191e-12,7.9839607148e-13,1.0319753949e-12,2.4996657670e-01,2.4453926086e-01,2.4649013579e-01
364,3.6086470573e-05,4.6669566097e-06,-4.4465105565e+00,5.8706703465e-02,9.0216173652e-13,1.1667390496e-13,2.4699867268e-01,2.2446881075e-03,4.0586302930e-05,2.9655124308e-05,3.8017984480e-05,1.0146575420e-12,7.4137809607e-13,9.5044957148e-13,2.4996660650e-01,2.4453927577e-01,2.4649013579e-01
365,3.3492807537e-05,4.1352187306e-06,-4.4785622175e+00,5.6048831587e-02,8.3732021244e-13,1.0338047632e-13,2.4699867268e-01,2.2446881075e-03,3.7333138607e-05,2.7753094400e-05,3.5392189602e-05,9.3332850129e-13,6.9382737403e-13,8.8480476201e-13,2.4996660650e-01,2.4453927577e-01,2.4649013579e-01
366,3.2528025865e-05,5.0900159613e-06,-4.4932475435e+00,6.9748478541e-02,8.1320063530e-13,1.2725038572e-13,2.4699866275e-01,2.2446749726e-03,3.8484489778e-05,2.6049394364e-05,3.3050193451e-05,9.6211222583e-13,6.5123487115e-13,8.2625480893e-13,2.4996657670e-01,2.4453927577e-01,2.4649013579e-01
367,2.9946219001e-05,4.0660022272e-06,-4.5278525161e+00,6.1053366978e-02,7.4865547789e-13,1.0165009067e-13,2.4699867765e-01,2.2446946749e-03,3.4334185329e-05,2.4533870601e-05,3.0970601074e-05,8.5835467423e-13,6.1334672150e-13,7.7426503793e-13,2.4996662140e-01,2.4453927577e-01,2.4649013579e-01
368,2.8351514629e-05,5.3529494286e-06,-4.5560918855e+00,8.9123882653e-02,7.0878788226e-13,1.3382373811e-13,2.4699868759e-01,2.2446794739e-03,3.1654319173e-05,2.0800984203e-05,3.2599240512e-05,7.9135802728e-13,5.2002461582e-13,8.1498100369e-13,2.4996662140e-01,2.4453932047e-01,2.4649012089e-01
369,2.7345246053e-05,2.7755277546e-06,-4.5654798429e+00,4.5889691399e-02,6.8363115733e-13,6.9388206732e-14,2.4699867268e-01,2.2447001171e-03,2.9500693927e-05,2.3426595362e-05,2.9108448871e-05,7.3751736055e-13,5.8566487163e-13,7.2771123979e-13,2.4996662140e-01,2.4453926086e-01,2.4649013579e-01
370,2.5263820741e-05,2.8840096027e-06,-4.6005083286e+00,5.1865750380e-02,6.3159552458e-13,7.2100249257e-14,2.4699869752e-01,2.2446815400e-03,2.7617368687e-05,2.1202280550e-05,2.6971812986e-05,6.9043425491e-13,5.3005700957e-13,6.7429530926e-13,2.4996662140e-01,2.4453930557e-01,2.4649016559e-01
371,2.3714618995e-05,2.7170519297e-06,-4.6280125858e+00,5.2047271837e-02,5.9286547387e-13,6.7926307655e-14,2.4699869752e-01,2.2446815400e-03,2.5964905944e-05,1.9892122509e-05,2.5286828532e-05,6.4912262848e-13,4.9730304510e-13,6.3217074804e-13,2.4996662140e-01,2.4453930557e-01,2.4649016559e-01
372,2.1550868041e-05,2.0551028843e-06,-4.6685659264e+00,4.2288707718e-02,5.3877170014e-13,5.1377574296e-14,2.4699871242e-01,2.2447012424e-03,2.2024480131e-05,1.8830729459e-05,2.3797394533e-05,5.5061201909e-13,4.7076822692e-13,5.9493485442e-13,2.4996666610e-01,2.4453930557e-01,2.4649016559e-01
373,2.0896840700e-05,3.8256337320e-06,-4.6878963756e+00,8.5089177086e-02,5.2242100981e-13,9.5640832547e-14,2.4699870249e-01,2.2446640883e-03,2.4602160920e-05,1.5630068447e-05,2.2458292733e-05,6.1505401466e-13,3.9075172134e-13,5.6145729342e-13,2.4996660650e-01,2.4453933537e-01,2.4649016559e-01
374,1.8966713469e-05,2.6910348845e-06,-4.7264345262e+00,6.2202830211e-02,4.7416785125e-13,6.7275879115e-14,2.4699872732e-01,2.2446935497e-03,2.2287567845e-05,1.5696488845e-05,1.8916083718e-05,5.5718922315e-13,3.9241223118e-13,4.7290209942e-13,2.4996666610e-01,2.4453932047e-01,2.4649019539e-01
375,1.9305176465e-05,2.8330512065e-06,-4.7193949446e+00,6.7644802026e-02,4.8262940772e-13,7.0826286237e-14,2.4699870745e-01,2.2446826653e-03,2.0898401999e-05,1.5324934793e-05,2.1692192604e-05,5.2246005916e-13,3.8312335617e-13,5.4230480783e-13,2.4996663630e-01,2.4453932047e-01,2.4649016559e-01
376,1.6532362073e-05,2.9175688206e-06,-4.7888382490e+00,8.0079429873e-02,4.1330904447e-13,7.2939219899e-14,2.4699872235e-01,2.2446749726e-03,1.9772638552e-05,1.2700037587e-05,1.7124410078e-05,4.9431595969e-13,3.1750093548e-13,4.2811023823e-13,2.4996663630e-01,2.4453933537e-01,2.4649019539e-01
377,1.5511115635e-05,1.7490436382e-06,-4.8122815722e+00,5.1107855784e-02,3.8777788128e-13,4.3726079783e-14,2.4699872235e-01,2.2446946749e-03,1.6439866158e-05,1.3061344362e-05,1.7032136384e-05,4.1099664904e-13,3.2653361352e-13,4.2580338127e-13,2.4996666610e-01,2.4453932047e-01,2.4649018049e-01
378,1.6272697697e-05,2.6597682115e-06,-4.7945404853e+00,7.2797143493e-02,4.0681743817e-13,6.6494198370e-14,2.4699871242e-01,2.2446815400e-03,1.9417690055e-05,1.2913215869e-05,1.6487187168e-05,4.8544225280e-13,3.2283041258e-13,4.1217964914e-13,2.4996663630e-01,2.4453932047e-01,2.4649018049e-01
379,1.3810681594e-05,2.3428009137e-06,-4.8666429855e+00,7.8913696939e-02,3.4526703689e-13,5.8570017575e-14,2.4699872732e-01,2.2446892328e-03,1.5017343685e-05,1.0535076399e-05,1.5879624698e-05,3.7543359806e-13,2.6337691251e-13,3.9699060012e-13,2.4996666610e-01,2.4453933537e-01,2.4649018049e-01
380,1.2436504827e-05,9.4021150854e-07,-4.9065926481e+00,3.3809747840e-02,3.1091261835e-13,2.3505297030e-14,2.4699873229e-01,2.2447001171e-03,1.3125049918e-05,1.1107130376e-05,1.3077334188e-05,3.2812625230e-13,2.7767824390e-13,3.2693335886e-13,2.4996668100e-01,2.4453932047e-01,2.4649019539e-01
381,1.2032594896e-05,2.0127429608e-06,-4.9263477658e+00,7.8139357394e-02,3.0081487431e-13,5.0318575438e-14,2.4699873229e-01,2.2446881075e-03,1.3507858966e-05,9.1867887022e-06,1.3403137018e-05,3.3769647777e-13,2.2966971749e-13,3.3507842768e-13,2.4996666610e-01,2.4453933537e-01,2.4649019539e-01
382,1.2161225641e-05,1.6183601768e-06,-4.9191672256e+00,6.1086783188e-02,3.0403064506e-13,4.0459007651e-14,2.4699873229e-01,2.2446881075e-03,1.3362349819e-05,9.8734735730e-06,1.3247853531e-05,3.3405876264e-13,2.4683683916e-13,3.3119633338e-13,2.4996666610e-01,2.4453933537e-01,2.4649019539e-01
383,1.1282201437e-05,1.2943278429e-06,-4.9503869262e+00,4.8800423065e-02,2.8205504158e-13,3.2358187358e-14,2.4699874222e-01,2.2446978666e-03,1.3042179489e-05,9.9665694506e-06,1.0837855370e-05,3.2605447747e-13,2.4916424176e-13,2.7094640550e-13,2.4996668100e-01,2.4453932047e-01,2.4649022520e-01
384,9.9744823577e-06,1.4714152859e-06,-5.0061831601e+00,6.7531184524e-02,2.4936206348e-13,3.6785379569e-14,2.4699873726e-01,2.2446946749e-03,1.0598521840e-05,7.9432984421e-06,1.1381626791e-05,2.6496304608e-13,1.9858246991e-13,2.8454067444e-13,2.4996668100e-01,2.4453933537e-01,2.4649019539e-01
385,9.8469743837e-06,1.9935867128e-06,-5.0167818634e+00,9.6386614073e-02,2.4617435550e-13,4.9839660076e-14,2.4699874222e-01,2.2446772232e-03,1.1138985428e-05,7.0308046816e-06,1.1371133041e-05,2.7847461750e-13,1.7577012437e-13,2.8427832462e-13,2.4996666610e-01,2.4453936517e-01,2.4649019539e-01
386,8.8930225199e-06,1.9545014471e-06,-5.0621303419e+00,1.0010292935e-01,2.2232556237e-13,4.8862535903e-14,2.4699875712e-01,2.2446815400e-03,1.1162818737e-05,6.3920597313e-06,9.1241890914e-06,2.7907046791e-13,1.5980149333e-13,2.2810472586e-13,2.4996668100e-01,2.4453936517e-01,2.4649022520e-01
387,8.7047293770e-06,1.0474367632e-06,-5.0635122981e+00,5.3780595251e-02,2.1761823210e-13,2.6185921787e-14,2.4699873726e-01,2.2446946749e-03,8.9546629169e-06,7.3153119047e-06,9.8442133094e-06,2.2386657957e-13,1.8288278877e-13,2.4610532796e-13,2.4996668100e-01,2.4453933537e-01,2.4649019539e-01
388,7.8974847687e-06,1.1940665134e-07,-5.1025610522e+00,6.5870446914e-03,1.9743711874e-13,2.9851703715e-15,2.4699875712e-01,2.2446978666e-03,7.9311384980e-06,7.7373488239e-06,8.0239669842e-06,1.9827845962e-13,1.9343371577e-13,2.0059918082e-13,2.4996669590e-01,2.4453933537e-01,2.4649024010e-01
389,7.3378325093e-06,1.1668401292e-06,-5.1399214597e+00,6.9043302934e-02,1.8344580593e-13,2.9171006652e-14,2.4699877699e-01,2.2447001171e-03,7.1969625424e-06,5.9844028328e-06,8.8321321527e-06,1.7992405526e-13,1.4961006067e-13,2.2080330186e-13,2.4996672571e-01,2.4453936517e-01,2.4649024010e-01
390,6.3506815119e-06,7.6743887867e-07,-5.2005095129e+00,5.4424122773e-02,1.5876704248e-13,1.9185968100e-14,2.4699876706e-01,2.2446869822e-03,6.6130683081e-06,5.3074527386e-06,7.1315234891e-06,1.6532670957e-13,1.3268632883e-13,1.7828808904e-13,2.4996669590e-01,2.4453936517e-01,2.4649024010e-01
391,6.7846569133e-06,1.3853814035e-06,-5.1786566711e+00,9.6712269869e-02,1.6961642323e-13,3.4634537667e-14,2.4699875216e-01,2.2446783485e-03,7.4931754170e-06,4.8484926083e-06,8.0123027146e-06,1.8732938649e-13,1.2121231211e-13,2.0030757109e-13,2.4996668100e-01,2.4453938007e-01,2.4649019539e-01
392,6.7402032376e-06,8.5250542661e-07,-5.1746952548e+00,5.3658191898e-02,1.6850507986e-13,2.1312632430e-14,2.4699875216e-01,2.2446912991e-03,7.9032979556e-06,5.8837808865e-06,6.4335308707e-06,1.9758244249e-13,1.4709452189e-13,1.6083827521e-13,2.4996668100e-01,2.4453933537e-01,2.4649024010e-01
393,5.5520201082e-06,6.1912547344e-07,-5.2583671545e+00,4.9995179107e-02,1.3880049725e-13,1.5478135432e-14,2.4699876209e-01,2.2446804148e-03,6.1899868342e-06,4.7136877583e-06,5.7523857322e-06,1.5474966686e-13,1.1784219163e-13,1.4380963326e-13,2.4996668100e-01,2.4453936517e-01,2.4649024010e-01
394,5.0099215514e-06,5.5582103811e-07,-5.3029869846e+00,5.0112093113e-02,1.2524803559e-13,1.3895520044e-14,2.4699877203e-01,2.2446815400e-03,5.5239079302e-06,4.2378856051e-06,5.2679711189e-06,1.3809769029e-13,1.0594714532e-13,1.3169927117e-13,2.4996669590e-01,2.4453938007e-01,2.4649024010e-01
395,4.6052364269e-06,5.0326463204e-07,-5.3394854624e+00,4.9404850071e-02,1.1513090692e-13,1.2581619095e-14,2.4699878196e-01,2.2446946749e-03,5.0549429034e-06,3.9026426748e-06,4.8581237024e-06,1.2637357523e-13,9.7566059236e-14,1.2145308630e-13,2.4996672571e-01,2.4453938007e-01,2.4649024010e-01
396,4.7520178820e-06,1.0103337747e-06,-5.3328044090e+00,9.1373002649e-02,1.1880044790e-13,2.5258346150e-14,2.4699877699e-01,2.2446804148e-03,6.0866127569e-06,3.6427884424e-06,4.5266524467e-06,1.5216532190e-13,9.1069709553e-14,1.1316631226e-13,2.4996669590e-01,2.4453938007e-01,2.4649025500e-01
